dt,AverageTemperature,City,Latitude,Longitude
1893-10-01,24.886,Abidjan,5.63N,3.23W
1893-11-01,26.498,Abidjan,5.63N,3.23W
1893-12-01,25.819,Abidjan,5.63N,3.23W
1894-01-01,25.997,Abidjan,5.63N,3.23W
1894-02-01,26.68,Abidjan,5.63N,3.23W
1894-03-01,26.866,Abidjan,5.63N,3.23W
1894-04-01,25.937,Abidjan,5.63N,3.23W
1894-05-01,25.631,Abidjan,5.63N,3.23W
1894-06-01,24.226,Abidjan,5.63N,3.23W
1894-07-01,23.53,Abidjan,5.63N,3.23W
1894-08-01,22.75,Abidjan,5.63N,3.23W
1894-09-01,23.415,Abidjan,5.63N,3.23W
1894-10-01,24.501,Abidjan,5.63N,3.23W
1894-11-01,25.657,Abidjan,5.63N,3.23W
1894-12-01,25.296,Abidjan,5.63N,3.23W
1895-01-01,25.462,Abidjan,5.63N,3.23W
1895-02-01,26.447,Abidjan,5.63N,3.23W
1895-03-01,26.816,Abidjan,5.63N,3.23W
1895-04-01,26.698,Abidjan,5.63N,3.23W
1895-05-01,26.461,Abidjan,5.63N,3.23W
1895-06-01,24.287,Abidjan,5.63N,3.23W
1895-07-01,23.941,Abidjan,5.63N,3.23W
1895-08-01,23.168,Abidjan,5.63N,3.23W
1895-09-01,24.198,Abidjan,5.63N,3.23W
1895-10-01,24.878,Abidjan,5.63N,3.23W
1895-11-01,25.973,Abidjan,5.63N,3.23W
1895-12-01,26.125,Abidjan,5.63N,3.23W
1896-01-01,26.059,Abidjan,5.63N,3.23W
1896-02-01,27.611,Abidjan,5.63N,3.23W
1896-03-01,26.907,Abidjan,5.63N,3.23W
1896-04-01,26.635,Abidjan,5.63N,3.23W
1896-05-01,25.53,Abidjan,5.63N,3.23W
1896-06-01,23.969,Abidjan,5.63N,3.23W
1896-07-01,24.131,Abidjan,5.63N,3.23W
1896-08-01,22.644,Abidjan,5.63N,3.23W
1896-09-01,23.127,Abidjan,5.63N,3.23W
1896-10-01,24.957,Abidjan,5.63N,3.23W
1896-11-01,26.084,Abidjan,5.63N,3.23W
1896-12-01,26.344,Abidjan,5.63N,3.23W
1897-01-01,25.487,Abidjan,5.63N,3.23W
1897-02-01,27.184,Abidjan,5.63N,3.23W
1897-03-01,28.134,Abidjan,5.63N,3.23W
1897-04-01,26.727,Abidjan,5.63N,3.23W
1897-05-01,26.046,Abidjan,5.63N,3.23W
1897-06-01,25.056,Abidjan,5.63N,3.23W
1897-07-01,24.357,Abidjan,5.63N,3.23W
1897-08-01,23.716,Abidjan,5.63N,3.23W
1897-09-01,24.2,Abidjan,5.63N,3.23W
1897-10-01,25.167,Abidjan,5.63N,3.23W
1897-11-01,25.887,Abidjan,5.63N,3.23W
1897-12-01,25.745,Abidjan,5.63N,3.23W
1898-01-01,26.134,Abidjan,5.63N,3.23W
1898-02-01,26.518,Abidjan,5.63N,3.23W
1898-03-01,27.15,Abidjan,5.63N,3.23W
1898-04-01,26.391,Abidjan,5.63N,3.23W
1898-05-01,26.168,Abidjan,5.63N,3.23W
1898-06-01,24.249,Abidjan,5.63N,3.23W
1898-07-01,23.678,Abidjan,5.63N,3.23W
1898-08-01,23.644,Abidjan,5.63N,3.23W
1898-09-01,24.396,Abidjan,5.63N,3.23W
1898-10-01,25.125,Abidjan,5.63N,3.23W
1898-11-01,26.202,Abidjan,5.63N,3.23W
1898-12-01,26,Abidjan,5.63N,3.23W
1899-01-01,25.301,Abidjan,5.63N,3.23W
1899-02-01,27.05,Abidjan,5.63N,3.23W
1899-03-01,27.786,Abidjan,5.63N,3.23W
1899-04-01,28.094,Abidjan,5.63N,3.23W
1899-05-01,27.536,Abidjan,5.63N,3.23W
1899-06-01,26.225,Abidjan,5.63N,3.23W
1899-07-01,25.698,Abidjan,5.63N,3.23W
1899-08-01,25.282,Abidjan,5.63N,3.23W
1899-09-01,25.173,Abidjan,5.63N,3.23W
1899-10-01,25.483,Abidjan,5.63N,3.23W
1899-11-01,27.177,Abidjan,5.63N,3.23W
1899-12-01,26.759,Abidjan,5.63N,3.23W
1900-01-01,25.696,Abidjan,5.63N,3.23W
1900-02-01,27.816,Abidjan,5.63N,3.23W
1900-03-01,28.395,Abidjan,5.63N,3.23W
1900-04-01,27.706,Abidjan,5.63N,3.23W
1900-05-01,26.753,Abidjan,5.63N,3.23W
1900-06-01,25.18,Abidjan,5.63N,3.23W
1900-07-01,24.192,Abidjan,5.63N,3.23W
1900-08-01,23.473,Abidjan,5.63N,3.23W
1900-09-01,25.127,Abidjan,5.63N,3.23W
1900-10-01,25.962,Abidjan,5.63N,3.23W
1900-11-01,26.663,Abidjan,5.63N,3.23W
1900-12-01,26.459,Abidjan,5.63N,3.23W
1901-01-01,25.915,Abidjan,5.63N,3.23W
1901-02-01,27.913,Abidjan,5.63N,3.23W
1901-03-01,27.512,Abidjan,5.63N,3.23W
1901-04-01,26.816,Abidjan,5.63N,3.23W
1901-05-01,25.837,Abidjan,5.63N,3.23W
1901-06-01,25.195,Abidjan,5.63N,3.23W
1901-07-01,24.303,Abidjan,5.63N,3.23W
1901-08-01,24.152,Abidjan,5.63N,3.23W
1901-09-01,25.039,Abidjan,5.63N,3.23W
1901-10-01,25.678,Abidjan,5.63N,3.23W
1901-11-01,26.087,Abidjan,5.63N,3.23W
1901-12-01,26.572,Abidjan,5.63N,3.23W
1902-01-01,26.556,Abidjan,5.63N,3.23W
1902-02-01,27.37,Abidjan,5.63N,3.23W
1902-03-01,27.822,Abidjan,5.63N,3.23W
1902-04-01,26.625,Abidjan,5.63N,3.23W
1902-05-01,26.533,Abidjan,5.63N,3.23W
1902-06-01,25.186,Abidjan,5.63N,3.23W
1902-07-01,23.586,Abidjan,5.63N,3.23W
1902-08-01,23.464,Abidjan,5.63N,3.23W
1902-09-01,24.307,Abidjan,5.63N,3.23W
1902-10-01,24.59,Abidjan,5.63N,3.23W
1902-11-01,25.889,Abidjan,5.63N,3.23W
1902-12-01,25.145,Abidjan,5.63N,3.23W
1903-01-01,26.098,Abidjan,5.63N,3.23W
1903-02-01,26.682,Abidjan,5.63N,3.23W
1903-03-01,28.107,Abidjan,5.63N,3.23W
1903-04-01,27.139,Abidjan,5.63N,3.23W
1903-05-01,26.066,Abidjan,5.63N,3.23W
1903-06-01,24.18,Abidjan,5.63N,3.23W
1903-07-01,23.342,Abidjan,5.63N,3.23W
1903-08-01,23.057,Abidjan,5.63N,3.23W
1903-09-01,23.867,Abidjan,5.63N,3.23W
1903-10-01,25.223,Abidjan,5.63N,3.23W
1903-11-01,26.12,Abidjan,5.63N,3.23W
1903-12-01,25.9,Abidjan,5.63N,3.23W
1904-01-01,25.387,Abidjan,5.63N,3.23W
1904-02-01,26.912,Abidjan,5.63N,3.23W
1904-03-01,27.31,Abidjan,5.63N,3.23W
1904-04-01,26.609,Abidjan,5.63N,3.23W
1904-05-01,25.702,Abidjan,5.63N,3.23W
1904-06-01,24.652,Abidjan,5.63N,3.23W
1904-07-01,23.366,Abidjan,5.63N,3.23W
1904-08-01,22.728,Abidjan,5.63N,3.23W
1904-09-01,23.93,Abidjan,5.63N,3.23W
1904-10-01,24.338,Abidjan,5.63N,3.23W
1904-11-01,25.845,Abidjan,5.63N,3.23W
1904-12-01,26.064,Abidjan,5.63N,3.23W
1905-01-01,26.603,Abidjan,5.63N,3.23W
1905-02-01,27.111,Abidjan,5.63N,3.23W
1905-03-01,28.057,Abidjan,5.63N,3.23W
1905-04-01,27.514,Abidjan,5.63N,3.23W
1905-05-01,25.894,Abidjan,5.63N,3.23W
1905-06-01,24.452,Abidjan,5.63N,3.23W
1905-07-01,23.755,Abidjan,5.63N,3.23W
1905-08-01,23.369,Abidjan,5.63N,3.23W
1905-09-01,24.36,Abidjan,5.63N,3.23W
1905-10-01,25.283,Abidjan,5.63N,3.23W
1905-11-01,25.976,Abidjan,5.63N,3.23W
1905-12-01,27.023,Abidjan,5.63N,3.23W
1906-01-01,26.862,Abidjan,5.63N,3.23W
1906-02-01,28.019,Abidjan,5.63N,3.23W
1906-03-01,29.471,Abidjan,5.63N,3.23W
1906-04-01,27.397,Abidjan,5.63N,3.23W
1906-05-01,25.88,Abidjan,5.63N,3.23W
1906-06-01,24.814,Abidjan,5.63N,3.23W
1906-07-01,23.809,Abidjan,5.63N,3.23W
1906-08-01,23.875,Abidjan,5.63N,3.23W
1906-09-01,24.151,Abidjan,5.63N,3.23W
1906-10-01,25.407,Abidjan,5.63N,3.23W
1906-11-01,26.434,Abidjan,5.63N,3.23W
1906-12-01,26.788,Abidjan,5.63N,3.23W
1907-01-01,26.496,Abidjan,5.63N,3.23W
1907-02-01,26.934,Abidjan,5.63N,3.23W
1907-03-01,27.765,Abidjan,5.63N,3.23W
1907-04-01,26.568,Abidjan,5.63N,3.23W
1907-05-01,26.383,Abidjan,5.63N,3.23W
1907-06-01,24.629,Abidjan,5.63N,3.23W
1907-07-01,23.78,Abidjan,5.63N,3.23W
1907-08-01,23.636,Abidjan,5.63N,3.23W
1907-09-01,24.23,Abidjan,5.63N,3.23W
1907-10-01,25.268,Abidjan,5.63N,3.23W
1907-11-01,26.279,Abidjan,5.63N,3.23W
1907-12-01,26.253,Abidjan,5.63N,3.23W
1908-01-01,26.661,Abidjan,5.63N,3.23W
1908-02-01,27.378,Abidjan,5.63N,3.23W
1908-03-01,27.405,Abidjan,5.63N,3.23W
1908-04-01,26.68,Abidjan,5.63N,3.23W
1908-05-01,25.905,Abidjan,5.63N,3.23W
1908-06-01,25.163,Abidjan,5.63N,3.23W
1908-07-01,24.237,Abidjan,5.63N,3.23W
1908-08-01,24.249,Abidjan,5.63N,3.23W
1908-09-01,24.781,Abidjan,5.63N,3.23W
1908-10-01,25.165,Abidjan,5.63N,3.23W
1908-11-01,25.812,Abidjan,5.63N,3.23W
1908-12-01,26.125,Abidjan,5.63N,3.23W
1909-01-01,26.038,Abidjan,5.63N,3.23W
1909-02-01,26.895,Abidjan,5.63N,3.23W
1909-03-01,26.961,Abidjan,5.63N,3.23W
1909-04-01,26.644,Abidjan,5.63N,3.23W
1909-05-01,26.094,Abidjan,5.63N,3.23W
1909-06-01,24.77,Abidjan,5.63N,3.23W
1909-07-01,24.159,Abidjan,5.63N,3.23W
1909-08-01,23.929,Abidjan,5.63N,3.23W
1909-09-01,23.992,Abidjan,5.63N,3.23W
1909-10-01,25.47,Abidjan,5.63N,3.23W
1909-11-01,25.958,Abidjan,5.63N,3.23W
1909-12-01,25.883,Abidjan,5.63N,3.23W
1910-01-01,25.637,Abidjan,5.63N,3.23W
1910-02-01,27.792,Abidjan,5.63N,3.23W
1910-03-01,27.071,Abidjan,5.63N,3.23W
1910-04-01,27.11,Abidjan,5.63N,3.23W
1910-05-01,26.682,Abidjan,5.63N,3.23W
1910-06-01,25.109,Abidjan,5.63N,3.23W
1910-07-01,24.225,Abidjan,5.63N,3.23W
1910-08-01,23.859,Abidjan,5.63N,3.23W
1910-09-01,23.507,Abidjan,5.63N,3.23W
1910-10-01,24.795,Abidjan,5.63N,3.23W
1910-11-01,26.068,Abidjan,5.63N,3.23W
1910-12-01,26.571,Abidjan,5.63N,3.23W
1911-01-01,26.09,Abidjan,5.63N,3.23W
1911-02-01,27.014,Abidjan,5.63N,3.23W
1911-03-01,27.11,Abidjan,5.63N,3.23W
1911-04-01,26.535,Abidjan,5.63N,3.23W
1911-05-01,25.319,Abidjan,5.63N,3.23W
1911-06-01,24.733,Abidjan,5.63N,3.23W
1911-07-01,23.631,Abidjan,5.63N,3.23W
1911-08-01,23.217,Abidjan,5.63N,3.23W
1911-09-01,24.327,Abidjan,5.63N,3.23W
1911-10-01,24.835,Abidjan,5.63N,3.23W
1911-11-01,26.103,Abidjan,5.63N,3.23W
1911-12-01,26.063,Abidjan,5.63N,3.23W
1912-01-01,26.084,Abidjan,5.63N,3.23W
1912-02-01,27.199,Abidjan,5.63N,3.23W
1912-03-01,28.432,Abidjan,5.63N,3.23W
1912-04-01,28.285,Abidjan,5.63N,3.23W
1912-05-01,27.179,Abidjan,5.63N,3.23W
1912-06-01,25.504,Abidjan,5.63N,3.23W
1912-07-01,24.877,Abidjan,5.63N,3.23W
1912-08-01,25.247,Abidjan,5.63N,3.23W
1912-09-01,25.469,Abidjan,5.63N,3.23W
1912-10-01,25.947,Abidjan,5.63N,3.23W
1912-11-01,26.474,Abidjan,5.63N,3.23W
1912-12-01,26.307,Abidjan,5.63N,3.23W
1913-01-01,27.551,Abidjan,5.63N,3.23W
1913-02-01,27.949,Abidjan,5.63N,3.23W
1913-03-01,27.822,Abidjan,5.63N,3.23W
1913-04-01,27.501,Abidjan,5.63N,3.23W
1913-05-01,25.832,Abidjan,5.63N,3.23W
1913-06-01,25.368,Abidjan,5.63N,3.23W
1913-07-01,25.584,Abidjan,5.63N,3.23W
1913-08-01,25.177,Abidjan,5.63N,3.23W
1913-09-01,24.835,Abidjan,5.63N,3.23W
1913-10-01,25.543,Abidjan,5.63N,3.23W
1913-11-01,26.178,Abidjan,5.63N,3.23W
1913-12-01,26.569,Abidjan,5.63N,3.23W
1914-01-01,26.752,Abidjan,5.63N,3.23W
1914-02-01,28.123,Abidjan,5.63N,3.23W
1914-03-01,28.123,Abidjan,5.63N,3.23W
1914-04-01,28.048,Abidjan,5.63N,3.23W
1914-05-01,26.856,Abidjan,5.63N,3.23W
1914-06-01,24.831,Abidjan,5.63N,3.23W
1914-07-01,24.002,Abidjan,5.63N,3.23W
1914-08-01,24.001,Abidjan,5.63N,3.23W
1914-09-01,25.283,Abidjan,5.63N,3.23W
1914-10-01,25.697,Abidjan,5.63N,3.23W
1914-11-01,26.737,Abidjan,5.63N,3.23W
1914-12-01,26.873,Abidjan,5.63N,3.23W
1915-01-01,25.85,Abidjan,5.63N,3.23W
1915-02-01,27.045,Abidjan,5.63N,3.23W
1915-03-01,28.003,Abidjan,5.63N,3.23W
1915-04-01,27.775,Abidjan,5.63N,3.23W
1915-05-01,27.278,Abidjan,5.63N,3.23W
1915-06-01,25.646,Abidjan,5.63N,3.23W
1915-07-01,24.649,Abidjan,5.63N,3.23W
1915-08-01,25.203,Abidjan,5.63N,3.23W
1915-09-01,24.991,Abidjan,5.63N,3.23W
1915-10-01,26.186,Abidjan,5.63N,3.23W
1915-11-01,26.337,Abidjan,5.63N,3.23W
1915-12-01,26.484,Abidjan,5.63N,3.23W
1916-01-01,26.669,Abidjan,5.63N,3.23W
1916-02-01,27.791,Abidjan,5.63N,3.23W
1916-03-01,28.281,Abidjan,5.63N,3.23W
1916-04-01,26.901,Abidjan,5.63N,3.23W
1916-05-01,27.02,Abidjan,5.63N,3.23W
1916-06-01,25.552,Abidjan,5.63N,3.23W
1916-07-01,24.451,Abidjan,5.63N,3.23W
1916-08-01,24.115,Abidjan,5.63N,3.23W
1916-09-01,25.057,Abidjan,5.63N,3.23W
1916-10-01,25.465,Abidjan,5.63N,3.23W
1916-11-01,26.365,Abidjan,5.63N,3.23W
1916-12-01,25.916,Abidjan,5.63N,3.23W
1917-01-01,26.537,Abidjan,5.63N,3.23W
1917-02-01,26.889,Abidjan,5.63N,3.23W
1917-03-01,27.823,Abidjan,5.63N,3.23W
1917-04-01,27.502,Abidjan,5.63N,3.23W
1917-05-01,26.756,Abidjan,5.63N,3.23W
1917-06-01,26.201,Abidjan,5.63N,3.23W
1917-07-01,25.444,Abidjan,5.63N,3.23W
1917-08-01,25.143,Abidjan,5.63N,3.23W
1917-09-01,25.141,Abidjan,5.63N,3.23W
1917-10-01,26.212,Abidjan,5.63N,3.23W
1917-11-01,26.836,Abidjan,5.63N,3.23W
1917-12-01,27.196,Abidjan,5.63N,3.23W
1918-01-01,26.618,Abidjan,5.63N,3.23W
1918-02-01,26.88,Abidjan,5.63N,3.23W
1918-03-01,27.402,Abidjan,5.63N,3.23W
1918-04-01,27.125,Abidjan,5.63N,3.23W
1918-05-01,25.981,Abidjan,5.63N,3.23W
1918-06-01,25.422,Abidjan,5.63N,3.23W
1918-07-01,24.334,Abidjan,5.63N,3.23W
1918-08-01,24.014,Abidjan,5.63N,3.23W
1918-09-01,25.324,Abidjan,5.63N,3.23W
1918-10-01,25.83,Abidjan,5.63N,3.23W
1918-11-01,26.31,Abidjan,5.63N,3.23W
1918-12-01,25.952,Abidjan,5.63N,3.23W
1919-01-01,26.793,Abidjan,5.63N,3.23W
1919-02-01,28.095,Abidjan,5.63N,3.23W
1919-03-01,27.971,Abidjan,5.63N,3.23W
1919-04-01,26.548,Abidjan,5.63N,3.23W
1919-05-01,26.438,Abidjan,5.63N,3.23W
1919-06-01,25.402,Abidjan,5.63N,3.23W
1919-07-01,24.873,Abidjan,5.63N,3.23W
1919-08-01,24.701,Abidjan,5.63N,3.23W
1919-09-01,25.083,Abidjan,5.63N,3.23W
1919-10-01,25.63,Abidjan,5.63N,3.23W
1919-11-01,26.356,Abidjan,5.63N,3.23W
1919-12-01,26.421,Abidjan,5.63N,3.23W
1920-01-01,27.124,Abidjan,5.63N,3.23W
1920-02-01,28.383,Abidjan,5.63N,3.23W
1920-03-01,28.593,Abidjan,5.63N,3.23W
1920-04-01,27.754,Abidjan,5.63N,3.23W
1920-05-01,26.54,Abidjan,5.63N,3.23W
1920-06-01,25.546,Abidjan,5.63N,3.23W
1920-07-01,24.666,Abidjan,5.63N,3.23W
1920-08-01,24.335,Abidjan,5.63N,3.23W
1920-09-01,24.562,Abidjan,5.63N,3.23W
1920-10-01,25.295,Abidjan,5.63N,3.23W
1920-11-01,26.393,Abidjan,5.63N,3.23W
1920-12-01,26.699,Abidjan,5.63N,3.23W
1921-01-01,26.686,Abidjan,5.63N,3.23W
1921-02-01,28.659,Abidjan,5.63N,3.23W
1921-03-01,27.794,Abidjan,5.63N,3.23W
1921-04-01,27.579,Abidjan,5.63N,3.23W
1921-05-01,26.512,Abidjan,5.63N,3.23W
1921-06-01,25.122,Abidjan,5.63N,3.23W
1921-07-01,25.01,Abidjan,5.63N,3.23W
1921-08-01,24.908,Abidjan,5.63N,3.23W
1921-09-01,25.442,Abidjan,5.63N,3.23W
1921-10-01,26.215,Abidjan,5.63N,3.23W
1921-11-01,26.501,Abidjan,5.63N,3.23W
1921-12-01,26.615,Abidjan,5.63N,3.23W
1922-01-01,27.191,Abidjan,5.63N,3.23W
1922-02-01,27.979,Abidjan,5.63N,3.23W
1922-03-01,28.384,Abidjan,5.63N,3.23W
1922-04-01,27.097,Abidjan,5.63N,3.23W
1922-05-01,26.7,Abidjan,5.63N,3.23W
1922-06-01,25.264,Abidjan,5.63N,3.23W
1922-07-01,24.318,Abidjan,5.63N,3.23W
1922-08-01,23.952,Abidjan,5.63N,3.23W
1922-09-01,25.007,Abidjan,5.63N,3.23W
1922-10-01,25.334,Abidjan,5.63N,3.23W
1922-11-01,26.809,Abidjan,5.63N,3.23W
1922-12-01,26.715,Abidjan,5.63N,3.23W
1923-01-01,27.08,Abidjan,5.63N,3.23W
1923-02-01,27.313,Abidjan,5.63N,3.23W
1923-03-01,27.532,Abidjan,5.63N,3.23W
1923-04-01,26.45,Abidjan,5.63N,3.23W
1923-05-01,25.905,Abidjan,5.63N,3.23W
1923-06-01,25.206,Abidjan,5.63N,3.23W
1923-07-01,24.708,Abidjan,5.63N,3.23W
1923-08-01,23.889,Abidjan,5.63N,3.23W
1923-09-01,24.756,Abidjan,5.63N,3.23W
1923-10-01,25.334,Abidjan,5.63N,3.23W
1923-11-01,26.572,Abidjan,5.63N,3.23W
1923-12-01,26.801,Abidjan,5.63N,3.23W
1924-01-01,27.137,Abidjan,5.63N,3.23W
1924-02-01,27.419,Abidjan,5.63N,3.23W
1924-03-01,28.421,Abidjan,5.63N,3.23W
1924-04-01,27.16,Abidjan,5.63N,3.23W
1924-05-01,26.336,Abidjan,5.63N,3.23W
1924-06-01,25.09,Abidjan,5.63N,3.23W
1924-07-01,24.225,Abidjan,5.63N,3.23W
1924-08-01,23.942,Abidjan,5.63N,3.23W
1924-09-01,25.134,Abidjan,5.63N,3.23W
1924-10-01,25.196,Abidjan,5.63N,3.23W
1924-11-01,26.186,Abidjan,5.63N,3.23W
1924-12-01,26.86,Abidjan,5.63N,3.23W
1925-01-01,25.72,Abidjan,5.63N,3.23W
1925-02-01,27.882,Abidjan,5.63N,3.23W
1925-03-01,27.663,Abidjan,5.63N,3.23W
1925-04-01,27.595,Abidjan,5.63N,3.23W
1925-05-01,27.09,Abidjan,5.63N,3.23W
1925-06-01,25.176,Abidjan,5.63N,3.23W
1925-07-01,24.601,Abidjan,5.63N,3.23W
1925-08-01,24.153,Abidjan,5.63N,3.23W
1925-09-01,24.309,Abidjan,5.63N,3.23W
1925-10-01,25.335,Abidjan,5.63N,3.23W
1925-11-01,26.47,Abidjan,5.63N,3.23W
1925-12-01,27.103,Abidjan,5.63N,3.23W
1926-01-01,26.751,Abidjan,5.63N,3.23W
1926-02-01,29.278,Abidjan,5.63N,3.23W
1926-03-01,29.216,Abidjan,5.63N,3.23W
1926-04-01,28.433,Abidjan,5.63N,3.23W
1926-05-01,27.402,Abidjan,5.63N,3.23W
1926-06-01,25.744,Abidjan,5.63N,3.23W
1926-07-01,24.722,Abidjan,5.63N,3.23W
1926-08-01,24.356,Abidjan,5.63N,3.23W
1926-09-01,25.304,Abidjan,5.63N,3.23W
1926-10-01,26.436,Abidjan,5.63N,3.23W
1926-11-01,26.984,Abidjan,5.63N,3.23W
1926-12-01,26.89,Abidjan,5.63N,3.23W
1927-01-01,26.052,Abidjan,5.63N,3.23W
1927-02-01,28.095,Abidjan,5.63N,3.23W
1927-03-01,28.125,Abidjan,5.63N,3.23W
1927-04-01,27.182,Abidjan,5.63N,3.23W
1927-05-01,26.708,Abidjan,5.63N,3.23W
1927-06-01,25.438,Abidjan,5.63N,3.23W
1927-07-01,24.534,Abidjan,5.63N,3.23W
1927-08-01,23.95,Abidjan,5.63N,3.23W
1927-09-01,24.696,Abidjan,5.63N,3.23W
1927-10-01,25.986,Abidjan,5.63N,3.23W
1927-11-01,27.024,Abidjan,5.63N,3.23W
1927-12-01,26.979,Abidjan,5.63N,3.23W
1928-01-01,27.07,Abidjan,5.63N,3.23W
1928-02-01,27.178,Abidjan,5.63N,3.23W
1928-03-01,27.726,Abidjan,5.63N,3.23W
1928-04-01,26.839,Abidjan,5.63N,3.23W
1928-05-01,26.405,Abidjan,5.63N,3.23W
1928-06-01,25.695,Abidjan,5.63N,3.23W
1928-07-01,24.891,Abidjan,5.63N,3.23W
1928-08-01,24.213,Abidjan,5.63N,3.23W
1928-09-01,24.914,Abidjan,5.63N,3.23W
1928-10-01,25.737,Abidjan,5.63N,3.23W
1928-11-01,26.9,Abidjan,5.63N,3.23W
1928-12-01,26.387,Abidjan,5.63N,3.23W
1929-01-01,26.962,Abidjan,5.63N,3.23W
1929-02-01,28.305,Abidjan,5.63N,3.23W
1929-03-01,28.662,Abidjan,5.63N,3.23W
1929-04-01,27.712,Abidjan,5.63N,3.23W
1929-05-01,27.211,Abidjan,5.63N,3.23W
1929-06-01,25.861,Abidjan,5.63N,3.23W
1929-07-01,24.878,Abidjan,5.63N,3.23W
1929-08-01,23.812,Abidjan,5.63N,3.23W
1929-09-01,24.911,Abidjan,5.63N,3.23W
1929-10-01,25.828,Abidjan,5.63N,3.23W
1929-11-01,27.343,Abidjan,5.63N,3.23W
1929-12-01,26.523,Abidjan,5.63N,3.23W
1930-01-01,27.062,Abidjan,5.63N,3.23W
1930-02-01,27.975,Abidjan,5.63N,3.23W
1930-03-01,28.037,Abidjan,5.63N,3.23W
1930-04-01,27.053,Abidjan,5.63N,3.23W
1930-05-01,26.89,Abidjan,5.63N,3.23W
1930-06-01,25.769,Abidjan,5.63N,3.23W
1930-07-01,25.151,Abidjan,5.63N,3.23W
1930-08-01,24.454,Abidjan,5.63N,3.23W
1930-09-01,24.925,Abidjan,5.63N,3.23W
1930-10-01,25.458,Abidjan,5.63N,3.23W
1930-11-01,26.858,Abidjan,5.63N,3.23W
1930-12-01,27.065,Abidjan,5.63N,3.23W
1931-01-01,26.768,Abidjan,5.63N,3.23W
1931-02-01,27.958,Abidjan,5.63N,3.23W
1931-03-01,28.721,Abidjan,5.63N,3.23W
1931-04-01,27.746,Abidjan,5.63N,3.23W
1931-05-01,27.296,Abidjan,5.63N,3.23W
1931-06-01,25.514,Abidjan,5.63N,3.23W
1931-07-01,24.693,Abidjan,5.63N,3.23W
1931-08-01,24.081,Abidjan,5.63N,3.23W
1931-09-01,24.877,Abidjan,5.63N,3.23W
1931-10-01,25.638,Abidjan,5.63N,3.23W
1931-11-01,26.596,Abidjan,5.63N,3.23W
1931-12-01,27.349,Abidjan,5.63N,3.23W
1932-01-01,25.692,Abidjan,5.63N,3.23W
1932-02-01,27.921,Abidjan,5.63N,3.23W
1932-03-01,27.413,Abidjan,5.63N,3.23W
1932-04-01,27.572,Abidjan,5.63N,3.23W
1932-05-01,26.537,Abidjan,5.63N,3.23W
1932-06-01,24.654,Abidjan,5.63N,3.23W
1932-07-01,23.665,Abidjan,5.63N,3.23W
1932-08-01,23.555,Abidjan,5.63N,3.23W
1932-09-01,23.302,Abidjan,5.63N,3.23W
1932-10-01,25.392,Abidjan,5.63N,3.23W
1932-11-01,26.665,Abidjan,5.63N,3.23W
1932-12-01,27.32,Abidjan,5.63N,3.23W
1933-01-01,27.527,Abidjan,5.63N,3.23W
1933-02-01,28.354,Abidjan,5.63N,3.23W
1933-03-01,28.094,Abidjan,5.63N,3.23W
1933-04-01,28.016,Abidjan,5.63N,3.23W
1933-05-01,27.078,Abidjan,5.63N,3.23W
1933-06-01,25.388,Abidjan,5.63N,3.23W
1933-07-01,25.015,Abidjan,5.63N,3.23W
1933-08-01,24.515,Abidjan,5.63N,3.23W
1933-09-01,25.019,Abidjan,5.63N,3.23W
1933-10-01,26.073,Abidjan,5.63N,3.23W
1933-11-01,26.837,Abidjan,5.63N,3.23W
1933-12-01,26.633,Abidjan,5.63N,3.23W
1934-01-01,26.507,Abidjan,5.63N,3.23W
1934-02-01,27.614,Abidjan,5.63N,3.23W
1934-03-01,27.82,Abidjan,5.63N,3.23W
1934-04-01,27.389,Abidjan,5.63N,3.23W
1934-05-01,26.744,Abidjan,5.63N,3.23W
1934-06-01,25.205,Abidjan,5.63N,3.23W
1934-07-01,24.726,Abidjan,5.63N,3.23W
1934-08-01,24.658,Abidjan,5.63N,3.23W
1934-09-01,25.503,Abidjan,5.63N,3.23W
1934-10-01,26.075,Abidjan,5.63N,3.23W
1934-11-01,27.395,Abidjan,5.63N,3.23W
1934-12-01,26.865,Abidjan,5.63N,3.23W
1935-01-01,26.815,Abidjan,5.63N,3.23W
1935-02-01,27.768,Abidjan,5.63N,3.23W
1935-03-01,27.628,Abidjan,5.63N,3.23W
1935-04-01,27.076,Abidjan,5.63N,3.23W
1935-05-01,26.598,Abidjan,5.63N,3.23W
1935-06-01,25.1,Abidjan,5.63N,3.23W
1935-07-01,24.425,Abidjan,5.63N,3.23W
1935-08-01,24.165,Abidjan,5.63N,3.23W
1935-09-01,24.857,Abidjan,5.63N,3.23W
1935-10-01,25.638,Abidjan,5.63N,3.23W
1935-11-01,26.951,Abidjan,5.63N,3.23W
1935-12-01,26.804,Abidjan,5.63N,3.23W
1936-01-01,27.075,Abidjan,5.63N,3.23W
1936-02-01,27.446,Abidjan,5.63N,3.23W
1936-03-01,27.898,Abidjan,5.63N,3.23W
1936-04-01,27.489,Abidjan,5.63N,3.23W
1936-05-01,26.519,Abidjan,5.63N,3.23W
1936-06-01,24.682,Abidjan,5.63N,3.23W
1936-07-01,23.866,Abidjan,5.63N,3.23W
1936-08-01,23.163,Abidjan,5.63N,3.23W
1936-09-01,24.081,Abidjan,5.63N,3.23W
1936-10-01,25.576,Abidjan,5.63N,3.23W
